"CompareValidate","SegmentName","RSIDCleanName","Dimension1","Dimension1Item","Dimension2","Dimension2Item"
"Compare","BOTCOMPARE_AdHoc-Bing_01: Referring Domain = Bing","OnlineCasinoca","Referring Domain","Bing","",""
