dimSegmentId, botRuleName
s3938_689b113b57f2cb666b70468e, 0102-Bot-Rule-Casinoorg-Domain-hostroyalecom
s3938_689b116b57f2cb666b704691, 0103-Bot-Rule-Casinoorg-Domain-code200global
