dimSegmentId, botRuleName
s3938_692056a062fb9877ebba4360, 0111-Bot-Rule-Casino.us-Domain-chinamobileltdcom-AND-Monitor-Resolution-3200-x-1728
s3938_6920591662fb9877ebba437e, 0112-Bot-Rule-Casino.us-Domain-chinanetcom-AND-Monitor-Resolution-3200-x-1728
s3938_6920595d45508d6217831c9a, 0113-Bot-Rule-Casino.us-Domain-chinaunicomcom-AND-Monitor-Resolution-3200-x-1728



