DimSegmentId,botRuleName,reportToIgnore
s3938_6964dce3082d6619ae1a13ef,BOTCOMPARE_AdHocOddspediaDec25RoundThree_01OddspediacomUserAgentANDMonitorResolution=2560x1440,UserAgent
