DimSegmentId,botRuleName,reportToIgnore
s3938_697372e0521dca438e5b1322,BOTCOMPARE_AdHocOddspediaDec25RoundFive_22OnlinecasinoscaRefDom=bingcomANDReg=Wyoming(UnitedSta,Referring Domain
s3938_697372df1970d97165a0606f,BOTCOMPARE_AdHocOddspediaDec25RoundFive_17OddspediacomReg=EnglishRiver(Seychelles)ANDMonRes=136,Region

