DimSegmentId,botRuleName,reportToIgnore
s3938_6978d5561970d97165a06db7,BOTCOMPARE_AdHocOddspediaDec25RoundFiveMP_01MoneyPillarPageURL=httpsmoneywisecominsuranceauto,PageURL
s3938_6978d5574100b63e76e52bb2,BOTCOMPARE_AdHocOddspediaDec25RoundFiveMP_02MoneyPillarPageURL=httpsmoneywisecominsuranceother,PageURL
