dimSegmentId, botRuleName
s3938_691611f6347b1f4a2a194815, 0108-Bot-Rule-Casino.us-Domain-chinamobileltdcom
s3938_6916121a347b1f4a2a194816, 0109-Bot-Rule-Casino.us-Domain-chinanetcom
s3938_6916124fdcd11c4a874f7c8c, 0110-Bot-Rule-Casino.us-Domain-chinaunicomcom


