dimSegmentId, botRuleName
s3938_68b72dcf7d92414774437ca8, 0104-Bot-Rule-Oddspediacom-Operating-Systems-iOS-110
s3938_68b72e037d92414774437caa, 0105-Bot-Rule-Oddspediacom-User-Agent
s3938_68b72e2c6c6dc71eb280a6e9, 0106-Bot-Rule-Oddspediacom-Monitor-Resolution-1024-x-1728-AND-Suspcious-Mobile-Devices

